title,balance,category,price
Gumbii Mammaaksaa Afoolota Kaan Wajjin,0,POL,0.01
Bu uura Qorannoo,0,ENG,0.0001
Otu Dheebpdji Jbodda Qaraatti Dhigiin Bishaan Jaa uuf Jira,0,,0.001
Qabsoon Uummata Oromoo Eessaa Kaee Garamitti,0,FIC,0
The New Systematic Book Series Afaan Oromoo Kutaa 3-4,0,GEN,0.0001
Karchallee,0,HIS,0.01
Dukkana Barii Jalaa!,0,MAT,0.0001
Golgola Galmaa,0,POE,0
Kaayyoo,0,ENI,0.01
Ji a Dukkanaa,0,SCI,0.01
Jeedalicha...fi Durduriilee Kan Biroo,0,AUT,0.001
Eelaa Jireenyaa,0,ORM,0.001
Jinnii Nyaaraa,0,ENG,0
Oonnata,0,CHE,0.0001
Huuruu Harree,0,CHE,0.0001
Sanyii Jechaafi Caasaa Isaa (word and its Structure),0,FIC,90
Natoo Yaardimee Caasluga Afaan Oromoo,56,CHI,10
Suuraa Abdii,0,CHI,11
Qartuu Jaaraa Afaan Oromoo,0,POE,100
Semmoo Bu uura Barnoota Afaaniifi Afoola Oromoo,139,POE,47
Haasaa Gadaa Conversation,0,REL,15
Quuqqaa Afaan Oromoo,0,hom,0
Meettoo Hidda Latinsa Meettaafi,14,AGR,675
Dhidhiibbaa Caba Dabalo,0,BIO,1540
Sii Magan,0,GEN,750
Qoraattii Qeeerraa -Taaddasaa Toleera,38,BIO,1430
Dooccoofi Leencoo----Aseffaa Wayyeessaa,14,MED,5985
test1,0,BIG,795
Dimdimoo -Beekan Gulummaa,0,MAT,1185
Tuujuba -Beekan Gulumma,2,ENI,975
Hidhaa Hin Hiikamne,4,GEN,84
Oalbii,0,SCI,825
Ethiopia - Zarena Nege - Bundle,2,AGR,1820
Ethiopiawinet Behasab Lielina - Bundle,0,BIO,750
"Editing,Illustrating & Preparing Print Ready Story Books(1,602 Pictures for 266 Story Books) First Payment",0,ENI,695
Freshman Logic,0,DRA,2060
Mistre Semayat,0,MAT,2060
Moral Philosophy,0,ENI,275
Metsehafe Felesefina/Metsehafe Chewata,0,BIO,621
philosophy: Who Need It,0,MED,0
Tibeb I,0,CHE,1785
Basic Philosophy,0,ENI,825
Wagachin Sint new?,18,MAT,1275
Yeethioropiyans Filsifina - Yoseph Mulugeta (Dr.),53,ENV,175
Philosophical Essays,24,ENV,820
Yeethiopiyans Philosophy,0,COM,1185
Ethiopiawinet Behasab Lielina Q1 -Getiye Tirefe[C],54,GEN,100
Yetafene Chuhet- Solomon Yohannis,14,FIC,39
The New Guide to Preparatory Program Physics G11-12,68,HIS,12
Kuraz Physics G 11-12,0,HIS,50
Top Physics G11-12,0,DIC,140
The New Millennium Physics G9-10,0,PSY,121.5
Kuraz Physics G9-10,0,FIC,46
Top Physics G 9-10,0,HIS,295
Extreme Physics G9-10,0,PSY,65
Basic Principles of Physics G9-10,0,CHI,55
Alpha Physics G 9-10,0,GEO,400
General Physics Review Questions and Notes G7-10,75,PSY,210
Physics Teaching Methods,21,FIC,30
Physics Text G12,0,POL,190
Royal Physics G7-8,0,FIC,30
Essential Physics G7-8,18,LAW,47.25
Star Physics G7-8,0,CHI,30
Kuraz Physics G7-8,0,STO,40
Galaxy Physics G11-12 VI,0,AGR,1300
Galaxy Physics G11-12 VII,0,ENG,70
Extreme Physics G7-8,0,LAW,1850
Physics Assessment work book,0,LAW,60
Physics Text G10,0,PSY,150
Basic Principles of Physics G11-12,107,LAW,69
The New Guide to Modern Physics G7-8,0,LAW,195
Plasma physics G9,0,PSY,130
Alpha Physics G11-12,0,CHI,40
Fundamental concepts of Secondary school Physics G9-10,0,SOC,135
Physics Text G9,0,ENV,895
New Physics G9-12,0,CHI,70
Physics Text G 11,0,ECO,375
Perfect physics G7-8,0,ECO,1275
Solaar Fiiziksii K7-8,0,SOC,125
Ibssaa Barnoota Fiiziksii K7-8,0,STO,75
Royal Barnoota Fiiziksii Kutaa 7 fi 8,0,MUS,300
Bu uura Barnoota Fiiziksii K7-8,0,BUS,405
Preparatory Physics 1 Mechanics,0,LAN,160
Extreme Physics G11-12,0,LAN,160
Galaxy Physics G9-10,0,BUS,30
Galaxy Physics G7-8,0,EDU,40
Galaxy Fiiziksii G7-8,0,EDU,40
Lehulu Physics G7-8,0,HIS,200
Top Physics G7-8,71,LAW,61
Lephysics Hisabawi Zegejet,0,SOC,960
Essential Physics G9-10,0,SOC,340
Fundamentals of Pre-College Physics G11-12,0,SOC,340
Fundamental Concepts of Physics G7-8,6,STO,60
Modern Physics G9-10,0,DIC,85
Applied Physics for Engineers - Mehta,6,DIC,22
Electricity and Magnetism -Wadhwani,42,CHI,33
Electromagnetic Waves & Transmission Lines,0,FIC,160
Electronic Devices and Integrated Circuits - 2E - Singh,10,ECO,200
Essentials of Physics Volume I - Wagh/Deshpande,19,HIS,20
Essentials of Physics Vol. II,9,HIS,100
Fundamentals of Electromagnetic Theory - Dash/Khuntia,3,chart,35
Fundamentals of Optics - Singh,5,SOC,135
Fundamentals of Special & General Relativity,0,ICT,10
Introduction to Solid State Physics - 2E - Kumar,9,GEN,825
Extreme Fiziksi G 7-8,0,BUS,585
Mechanics and Relativity - 3E - Soni,6,COM,860
Oscillations & Waves,0,HIS,50
Photonics-An Introduction,20,SOC,175
Practical Physics -Kumar,2,REL,200
Principles of Non-Relativistic and Relativistic Quantum Mechanics,3,LAW,2500
Principles of Physics,0,LAW,2200
Quantum Mechanics,11,LAW,38.8
The NEw Systematic Book Series Fiiziksii K 7-8,0,TUO,250
Review of Physics with Exercises,0,CHI,118
Modern Physics G11-12,0,CHI,25
"Wave Optics - Garg, Gupta, Ghosh",5,CHI,60
Effective Physics G7-8,0,CHI,35
Vital Dictionary of Physics G7-12,15,CHI,118
Effective Physics G9-10,0,CHI,35
Delta Physics G 7-8,0,PSY,50
Comet Physics G7-8,0,BIO,126
Comet Physics G9-10,0,Marketing,2085
Royal Physics G9-10,0,HIS,120
Physics Beamaregna G7,0,POE,150
Mechanics - Datta,7,LIT,585
Mechanics,0,SOC,180
Royal Physics G11-12,0,HIS,360
Physics Text G7,0,CHE,75
Physics Text G8,0,ENG,45
Comet Physics G11-12,0,CIV,49
Principle of Physics......Naik,0,CIV,58
Heat Transfer,0,BIO,72
Quantum Mechanics 1,0,CHE,80
Modern Physics,0,BIO,55
Sinezega & Sinemigbar Timihirt G 7-8,0,ENG,55
Introduction to Physics V.I,0,MAT,55
Introduction to Physics V.II,0,PHY,55
Key Physics G11-12,0,SSC,60
Key Physics G 9-10,0,CHE,75
Key Physic G7-8,0,CIV,35
High School Physics G11-12,0,PHY,78
Essential Physics G11-12,0,FIC,90
Nuclear Physics Problem-Based Approach Including MATLAB ---Agrawal,10,BIO,75
Royal Barnoota Afaan Oromoo kutaa 5-8,0,HIS,60
Principles of physics G 11-12,0,PHY,60
Quantum Physics,4,SCI,50
Elements Of Space Physics-Singhal,33,ORM,32
"An Introduction to Astrophysics - 2nd Edition - Basu, et.al.",35,ORM,32
Intro. To Nuclear & Particle Physics,0,BIO,46
Quantum Mechanics-Agarwal/Ha,0,BIO,50
Introduction to Nanoscience & Nanotechnology,24,CHE,55
The New Guide to S/S Physics G 9-10,0,PHY,42
Essential Physics Grade11-12,0,MAT,45
Kitaba Fiiziksii Issenshiyaal K 7-8,24,MAT,42
Introduction of Unmignitized Plazma- oberoi,0,MAT,55
The New Systematic Book Series Physics G7-8,149,MAT,40
Principle of Physics - Halliday,0,GEO,69
Worldwide Physics G7-8,46,ORM,32
Worldwide Biology G11-12,0,CHE,40
Worlwide Physics G9-10,0,LAW,53
Mega Physics G11-12,0,novel,75
Tooppi Fiiziksii K7-8,0,POE,15
Electromagnetism (Applications) V.2 -Pramanik,5,AGR,48
Fundamentals of Electricity & Magnetism -Chatterjee,20,CHI,35
Quantum Mechanics in Physics & Chemistry with Applications to Biology -2nd Majumdar,3,GEN,78
Electromagnetism Theory V.1 -Pramanik,9,PSY,60
Solar Physics G9-10 -G/Yes H/Georgis/Daniel Kidane,0,PSY,100
Power Physics G7-8 -Fufa Sori(PHD)/Chala Yadeta(MSC),23,PSY,149.95
Power Physics G9-10 -Yonas Nibret(/Sisay Hailu,0,ENI,270
Solid and Liquid Waste Management Waste to Wealth - Rajaram et al.,38,BIO,1050
Aimiro Physics G11-12,0,SOC,76
Kurraaz Fiziiksii K7-8,15,AGR,285
DVD Physics G7 /e-fanos,0,POL,20
DVD Physics G10 /e-fanos,0,SOC,562
Power Physics G11-12 -Yonas Nibret/Sisay Hailu,25,HIS,140
Super Physics for Junior Classes G7-8 -Bekele Nigatu,0,SOC,195
Galaxy University Geophysics -Abera Alemu(PhD),0,LAW,70
Physics of Semiconductor Devices 3rd - Sze Kwok,0,SOC,195
"Introduction To Optics - 3rd edition - Pedrotti, et.al.",2,STO,45
APPLIED OPTICS - SINGH,6,SOC,45
ATOMIC ELECTRONIC STRUCTURE: ATOMIC ORBITALS - GHOSH/SHUKLA,10,MGT,22.25
CLASSICAL MECHANICS - ARULDHAS,5,PSY,60
CLASSICAL MECHANICS (REVISED EDITION) - MONDAL,6,PSY,60
"EXPERIMENTS IN FLUID MECHANICS, 2/E -SINGH",17,HIS,35
EXPERIMENTS IN HYDRAULICS and HYDRAULIC MACHINES + CD - PRAKASH,16,FIC,40
FLUID MECHANICS AND TURBOMACHINES - DAS,4,POL,45
"INTRODUCTION TO NUCLEAR AND PARTICLE PHYSICS, 4/E - MITTAL/VERMA/GUPTA",5,PSY,149
MECHANICS OF SOLIDS -SINGH,3,IND,1830
OPEN CHANNEL FLOW - DAS,14,CHI,34
"OSCILLATIONS AND WAVES - GARG, et al.",5,CHI,118
QUANTUM MECHANICS A TEXTBOOK FOR UNDERGRADUATES - 2E - JAIN,10,STO,30.35
SOIL MECHANICS - PALANIKUMAR,2,STO,30.35
STATISTICAL MECHANICS - SRIVASTAVA/ASHOK,5,STO,9
Tekeflwal,0,FIC,80
YeArgage Anagage,0,chart,35
Bezeyach Qetsbet,0,POE,40
Metsat Yegetem medbelena Ahcacher Wegoch,0,Chart,165
Sedatgna Getemoch,0,FIC,47.5
YeTekula Tibebe,0,CUT,20
Yaboo Yeellofte,0,Statistics,1520
Lefeqerachehu,0,ENI,1785
Yawequ Meseluwachew,0,ENI,975
Gumara,0,ENI,1119
Rekash Get,0,ENG,1485
Beseterjina Musherena,0,ENI,1350
Pagume 7,0,FIC,71
Keweshenfir Huwala,0,POE,120
Aterones Wereqama Teqesena Ababaloch,0,PSY,60.7
Betsehay Qeterign,0,PSY,199.99
Weteneqete,0,SOC,180
Amaregna Nafeqgn,0,CHI,44
Letefawe Bebeere,0,CHI,44
Menegole Siyanba,0,CHI,44
Yeanegager Sene Tebeb Ena Alemaqfawi Teqesoch,0,FIC,46.6
Aeegemel,0,PHL,45.65
Ngregna Hasaboch,0,POL,60.9
Nehene,0,HIS,253
Mihila Sizegey,4,POE,54
Aned Qnoch,0,HIS,50
Nefestur Senegnoch,0,FIC,40
Tesefaab Daka,0,AUT,150
Sekar Ena Feqer,0,HIS,60
The World is a Rose-Small It,0,PSY,300
YeEdme Asbeza 86 Mirte Gitemoch No 1,0,CHI,35
YeGira Selameta,0,REL,300
Arenet Yewetu Hasaboch,0,REL,91.5
Ketsehaye Betach,0,REL,85
Hawaxa Sagalee,0,CHI,29
Ene Gulehe Aayate Belehe,0,CHE,23
Setota Ye Gitime Medble,0,CHI,18
Ou.... Ou,0,REL,50
Fekate Nafakiew,0,FIC,80
2012 X,0,POE,49
Etalem SebeSeb Gitemoch,0,POE,49
Yeegna Neger,40,FIC,45.6
Nech Lib,1,FIC,49
Seytan Asetone,0,LAW,80
Sosetegnaw Ayene,0,CHI,16
Wrefa ye Gitime medble,0,HIS,125
Alebo Zerfe,0,POL,379
Tewanay Bluy Yegeez Qeneyawi Felsefena,0,POE,175
YeGorit YeGetime Medble,10,POE,175
YeAmargna Sene Gitim,0,POE,300
Nifse Ena Niser,0,FIC,120
YeNiqat Megemeriya,0,HIS,60
Yegize Chereta,29,CHI,30.35
Guramayele,0,REL,30.75
Yeahzab Taotoch,0,CHE,40
Erqaneshin Qri,13,REL,120
Yeletuwa Kokeb,0,STO,25
Siteyequ Menor,11,LAN,68
Megentya,18,PHY,70
Abren Zim Inebel CD,0,MAT,70
Abren Zim Inebel Casset,0,MAT,70
Ewneten Seqeluat!,15,CHE,71
Yeabay Zemen,0,SOC,70
Durazo,27,SCI,60
Megnote,0,SCI,60
Shibeten Leqmachihu,0,LAN,74
Yebegena Awetaroch,5,BIO,74
Meregeman,0,GEO,78
Fikir Ezih Bota Fegeg Belo Neber,0,MAT,85
YeAbaye Lejoch,31,MAT,80
Sebeseb Getemoch,0,MAT,60
Aberilena Azeril,20,MAT,65
Ameshash,8,MAT,70
Qabee Walaloo Qabee 1ffaa,0,MAT,65
Sayhon Mejen,22,MAT,58
test01,0,AMH,99
Set Hager Enkibil Gitimoch -Z M T-,3,CHI,25.3
Aleefat,0,AMH,50
Yeleqso Zema,0,CHI,25.3
Yesemet Tikusat Qutr 2,8,BIO,80
Bishara,0,BIO,58
Forfe,0,BIO,68
Letengedihewa Ethiopia,30,CHE,90
Yeteshefene Ewnet,12,CHE,85
Yaltefetu-Hilmoch,0,CHE,110
Eyehedu Metebeq,0,CIV,68
Ereziq,0,CIV,60
Enat Fikir Hager,0,ENG,95
Chaf Werag,0,ENG,85
Albegerenet,3,FIC,70
Yene Wef,13,ENG,0
Yechekolet Massa,0,ENG,40
Beametat Mekakel Sine Gitim,6,ENG,68
The Meg Poetry Anthology,0,ENG,60
The OCR Poetry Anthology,0,SUB,90
Yedangachewe Hasaboche,0,SUB,120
Dimets Alba Met,0,SUB,99
Ende Babilonoch,0,SUB,125
Yetesfa Kitibat,0,GEO,68
Bekenfer Empuata,0,GEO,62
Menagn Hilmina Saq,0,HIS,62
Comment,92,HIS,85
Yegum Dinkuwan,9,MAT,65
Yekafiya Mich,0,MAT,55
Tuzet,3,MAT,78
Yetameme Fiqir,5,MAT,85
Wfoch Trtirwut,0,MAT,60
Uureka,0,MAT,65
Hatisho,27,MAT,100
Eminet Fikir Poletika,0,SCI,60
Ureka,0,MAT,65
Mikere Seytan,0,PHY,75
7gnaw Semay,16,PHY,75
Yzemen Niqisat,0,PHY,85
Yeteba Beir,3,SUB,90
Yesatnael Feres,31,SOC,70
YeHabesha Quta,77,CHI,25.3
Tiqur Enqu,0,ACC,78
Tiqur Enqu,0,CHI,25.3
Wey Beyign Agere,9,SSC,40
Yhasab Ntebtaboch,0,SOC,42
Sostiyosh,0,CHI,25.3
Tegni Yata Lelit ena Leloch,10,SOC,70
Fikir k Dmna,10,SOC,70
Amist Kamist,9,CIV,74
Kana Dubbiin,0,map,200
Fiker K Demna,0,map,220
Rihirahe Nqeze,12,map,220
Tarik Tregagtuwal,20,map,220
Ytsetset Dimts,28,map,220
Chuhet -- Fikade Azeze,10,FIC,92
Eyehedku Alhedim Fikade Azeze,0,CHI,16
Kana Kan Dubbii Tae -Teshome Guuttaataa(PHD),28,MGT,1050
Gojoye -Yusef H/Mariam,7,CHI,16
Tewash --Tesfaye Befirdu,18,map,110
Niqaqat Ygitim Medbil -Sitotaw Asmare,18,map,140
Negalish Meselegn ena Leloch -Binyam Fikadu,12,IND,1830
Yandinet Mitset -Tefera Ayele,14,SOC,95
Yabolise Firewoch -Sisay Chanyalew,18,SOC,135
Whisper in The Dark -Melkamu Shewaye,11,CHI,32
Ayehuwat - Endale Awgichew,19,TUO,580
Mengedegnaw Baleqine (Kedir Setete) -Tesfaye Ayele,0,TUO,2105
Dhageessaniittuu? --B/saa Lammi Baqqala,0,CHI,36
Tizibt Ena Qine Kederg Eske Ehdig Qits 1 Leake TekleMariam,25,CHI,36
Zeregninet -Behailu Webe,19,REL,70
Zufan Abediregn - Sifraye Tilaye,17,HEL,39.95
Tizibt Ena Qine Kederg Eske Ehdig Qits 2 Leake TekleMariam,2,FIC,70
Kufiyana Fegegta -Abera Lema,14,FIC,20
Yzemen Bereket Sibisib Gitimoch -Lbeza Kulualem,17,REL,30.75
Tizibt ena Tesfa -Pf. Baye Yimam,32,TUO,35
Enagach -Bewqetu Qume,20,ORM,100
Simetina Selet Esayas Bancha,0,POE,35
Ysene Qaeloch - M/T Tsedale Nigatu,20,Used Book,200
Ewinet ena Ement,14,Used Book,80
Dof Azel Demena - Mezgbekal Ayele,11,Used Book,120
Wede Misrak - Sebseb Gitmoch,20,Used Book,250
Yemuz Letach - Yemer Nigatu,14,Used Book,80
Telk dengay Aregegn,10,Used Book,100
Kifatwam Nafkegn - Merkebe Niguse Wube,20,Used Book,80
yeseytan Tizeta/The Living Time -Efrem Samuel,18,Used Book,130
"Endetes Yetegnal Ena 3, 11, 15",20,Used Book,130
non,0,Used Book,130
YeEserale Lobi,0,Used Book,100
Rirriittaa,0,Used Book,80
Kemeles Mot Bestejerba,0,Used Book,75
Aaye Metsewa,0,Used Book,100
Yekeshefut Mefenqele Mengist Tahsas Ena Genbot,0,Used Book,160
Zarem Engurguro,0,Used Book,150
Negere Habesha,0,Used Book,170
Yenetsanet Waga Sent Newe?,0,FIC,15
Nile Dilemmas,0,SOC,150
Ethiopia from Empire to Federation,0,MED,390
The Binladen Connection,0,ENG,32
Ethiopia the Dynamics of Economic Reforms,0,GEN,35
Yeginizabe Madaberia,0,MAT,160
Yeqality Mestroch,0,MAT,160
Keparlamaw Bestejerba,0,SOC,180
Medlot,0,POE,30
Mesosow,0,Used Book,19
Yejanehoy Werq Mezez,0,Used Book,20
Kedemlash Yemeqaber Afaf,0,Used Book,18
Ethiopiya Yehizboch Sebiterna Yeaagezazoch Aweqazer Tarik,0,Used Book,50
Yamenem Yalmenem,4,Used Book,35
YeEthiopiawiyan Sedetena Nuro,0,Used Book,60
Sudan The Poletics War and Peace,0,Used Book,30
Ya Tiwled Qits 1 -Kiflu Tadesse,0,Used Book,25
The Quest For Expression: State And The University In Ethiopia...,0,Used Book,40
Heywot Be Mengistu Bete-Mengist,0,Used Book,23
Ethiopia Be 2000 Mebacha Laye,13,Used Book,18
Evaluation of The Operation and Performance... in Ethiopia,0,Used Book,20
Ethiopia Zarena Nege,80,Used Book,50
KeHager Bestegerba,0,Used Book,20
Yaltehadebet Menged,0,Used Book,25
Hizb Ena Nesanet,13,Used Book,30
Qesar Ena Abiyot Ke Berhanu Denke,0,Used Book,35
YeEthiopia Telat Mane New,0,Used Book,25
Plato Republic,13,Used Book,40
Ywusha Politica - Muluken Solomon,19,HIS,85
The Soviet Union And The Vietnam War,0,PSY,65
Americas Longest War,0,FIC,30
Aseb Yeman Nat,0,FIC,45
Ethiopiayan Mane Yetadegat,0,,30
Temsalet,0,ENI,885
Kebra Nagast,0,BIO,1600
Dendi Yegezot Amba,0,AGR,2430
Yehizb Ayn - Tadessa Tele Salvano,44,CHI,22
Somalia Calling,0,CHI,30
Yeqedamawi H/Selasse Alem,0,CHI,30
Politics of Black Nationalism,0,TUO,300
Yemiyanbu Egroch,0,ENG,40.5
Finote Qaael,0,BIO,60
Development Adminstration -Palekar,0,CHE,55
Utopya -Dr. Meskerem Lechisa,21,BIO,70
Qaanqee Qabsoo Oromoo,0,CHE,60
Ethiopia Conflicts & Terrors,0,PHY,60
Abesa Yezer Yqlem Yegosa,0,LIT,55
The Philosophy of Aristotle,0,MED,120
Helfete Anja We Click Ze Ihapa,14,DIC,120
Qetsarena Abiyut/Albo Zemed,0,PHL,50.7
Gabina Waranet,0,FIC,25
Ye 17 Amet Filmia,0,ORM,15
Kebete Mengist Dose,0,HEL,80
Yetegray Hizb Weyanewochuna Shiftocho,0,FIC,30
Selamawi Tegel 101,0,DIC,16
Meksheft Ende Ethiopia Tarik,0,ORM,30
Lualawintena Dimocraci Beethiopia,0,novel,66
Eta Fantana Meswaetinet,0,TUO,150
Tigil Ayqomim,12,TUO,200
Ethiopia Zarena Nege K2,0,ENI,565
Ya Tiwlid Qits 2 - Kiflu Tadesse,0,ENI,1050
Yehidase Abeyot,1,ENI,1275
Ledimokrasi Bahel Baed Yehon Yealeqa Ena Yechifra Ginugnunet,0,ENI,341
yeraeye Egeroch,0,PHY,1040
Yesatinaael Gol Ethiopia q1,0,ENI,1785
Sirna Gadaa,0,HIS,85
Hagere Gemenash,0,HIS,38
KeKol. Mengistu H/Mariam Andebet,0,COM,1090
Leabay Wuha Mugit,90,POE,130
Keamen Bashager,0,PSY,35.5
Fereoon,0,GEN,10
3tu Atsewoch ena Ethiopiayawiyan Muslimoch,0,REL,200
Ethiopiayawiyan Muslimoch,0,AGR,370
Yehager Guday,0,CHI,35
Ethiopia Zarena Nege K3,31,SCI,30
Contemporary Political Theory-Vinod/Deshpande,4,FIC,15.5
International Relations - 5E - Ghosh,8,LAW,27
Wsebsabe,0,LAW,27
Ydem Zemen Q2,0,GEN,200
Ydem Zemen Q1,0,GEN,27
Yadebabay Mistiroch,0,FIC,49
Meles Zenawina Yesost Shi Amet Yequchit Zemen,10,GEN,10
Regim Guzo wede Netsanet,0,FIC,25
Azurit,22,FIC,28.5
Shekim Ybezabet Tiwilid,0,CHI,33
Yhaymanot Netsanetina Leloch,46,CHI,35
Ethiopia Zarena Nege K4,56,PSY,20
Mengistina Hizb,1,CHI,25.4
Yesatinaael Gol Ethiopia Q.2,0,GEN,70
Negritude As The Recovery Of Indigenous African Political Leadership,10,FIC,35
Gintil Lielina BEthiopia -Endalemaw Arage,18,POE,24.99
Mengistat Lemin Yiwedqalu,7,FIC,70
Aetoyuph Dr. Elias Gebru,0,POE,40
Political Development and Democratic Theory - Hood,12,POE,30
Political Theory Ideas and Concepts - 2E - Ramaswamy,12,SUB,9
Modern Comparative Politics -Ray,8,POE,45
Strengthening Governance through Access to Justice - Amita/ Zahid,42,PSY,71
Ymastenqeqia Dewel -Mikael Shiferaw,15,PSY,160
1 Lemenged -Teklemariam Mengistu,16,CHI,20
Enat Hager -Yehapa Enqoqilish! --Dr.Ayalew Mergiyaw,1,FIC,50
Ethiopia Zarena Nege K5 -Assefa Endeshaw(Dr.),34,Chart,35
Enginerun Man Gedelachew? -Feysel Amin,22,BIO,250
Tiwlid Ayidenager Egnam Eninager Q.1,0,BIO,150
Hizb Enisra - Yared Mulat,19,SOC,450
Identity - Francis Fukuyama,8,FIC,71.5
Admach Yata Chokhet Q1 -Mesfin W/Mariam (Pf.),0,ENI,1630
Yeqetr Teza - Heven Yohannes,6,CHI,12
Nuro -Aschalew Kinfe,20,GEN,24
Medemer -Abiy Ahmed (Dr.),0,HIS,150
"A Long Way to Peace & Justice - Zekeriya Mohammed, Mesai Mitiku",7,SOC,300
Fiyel Wedih Qizimzim Wdiya -Alem Tadesse(MA),19,SOC,300
Ysatnaeil Goel bethiopia q.3 -Fisiha Yaze,0,CHI,45
Ethiopia ena 5tu Hilmegnoch -Dr.Hailu Araya,28,CHI,70
Niftalem -Heven Yohannis,11,HIS,60
YEthiopia Qulef Chigir -Dr. Takle Tadesse,20,HIS,1000
YEthiopia Tesfana Seqoqa -Kibeb Tsehay,16,map,220
"Yankee, Go Home! - Ayalew Yimam(Muktar)AAUPress",5,AMH,70
Hagerawi Biheritegninet ena Zewgawi Biheritegninet BEthiopia -Amiha Dagnew Tessema,10,BIO,85
Yhizbawi Weyane Harinet Tigray Poletikawi Tarik (1967-1983) - Dr.Aregawi Berihe,0,PHY,75
Yabay Wiha Guday -Dr. Teferi Mekonnen,0,BIO,70
Ethiopiana Hige Mengistawi Mirchawochwa - Ephrem Madebo,16,CHE,65
Yemedemer Menged -T/M Abiy Ahmed,49,CHI,70
DAANDII IDA AMUU -T/M ABIYYI AHIMAD,26,ENG,70
Lemin -Degefaw Bogale,16,ENG,68
test,0,ENG,47
Ethiopia Zarena Nege K6 -Dr. Assefa Endeshaw,26,ENG,35
Ygibts ena Agarochuwa Telatente Eskmeche - Tilahun Erduno(Pf.Dr.Eng.),0,ENG,46
Qinijitin Man Aferesew? -Tesfa Belayneh Shewaye,28,ENG,62
Yjenevaw Wenber - Shewaferahu Kuratu(Dr.),19,MAT,70
Yaferika Qend - H/Mesqel Beshewamyeleh (TR) Keristofer Kilafam,2,MAT,90
Dimocracy Ena Hulentnawi Lemat Bethiopia - Pro. Birahnu Nega,28,PHY,80
COMPARATIVE POLITICS AND GOVERNMENT - PALEKAR,8,ENG,58
RESPONSIBLE GOVERNANCE: A CASE STUDY APPROACH -KOVEN,9,ENG,46
Bazegnaye - Amare Asemamawu,18,PHY,70
YEthiopia YWuchi Genegnunet Ketint Esk Zare - Akililu Kebede Erena,10,PHY,130
Selam Feqerena Netsanet,100,POE,30
Evaluation for Good Governance & Development Proceeding 8th EEVA,0,CHI,17
Yeheywet Tergum,0,ENG,90
Heywot Yemelewte Tebeb,0,POL,110
Yesekeet Hegoch,0,SUB,75
Ferhaten Mashenef,0,HIS,75.99
25 Yesekeet Qulefoch,0,GEN,45
Ande Shi Ande Amelekaket,0,POL,203
Seketamana Tenama Lejochen Ymaferiya Tebeb,0,POL,203
Wedeqeten Wededkut,0,POL,253
Yemastewalena Yemegenzeb Tertena Weteet,0,FIC,150
Eyes and Mist,7,CHI,25
Hiwot Ymemerat Tibeb,0,FIC,70.9
The Magic,0,POE,60.87
How to Top the Incredible Secret Powers of Your own Mind,0,POE,30
Yefeqer Menech,0,POL,49
Mesetir Wessib,0,PSY,49
Yemamalel Tebeb,0,FIC,100
Yemayreka Temat,0,CHI,27
Mestefaqer K.2,0,CHI,91.5
Hewanin Filega,0,POL,150
Amesetu Yfeqer Quanquawoch,0,map,60
Talaku Hail,0,FIC,18.7
Mestefaqer,0,GEN,13
ZeMaind,0,HIS,120
Netsa Feker,0,GEN,182.5
Wesibawi Wesletena (Z-Addis Ababa),0,ENG,30.4
Seedakeshen Afeqari Yefelegalu?,0,BIG,81.5
Yeguada Chegerewo,0,ART,195
Yetena Fews Sayko Love,0,PSY,55
Feqerena Wesib,0,FIC,20
In the Rays of Golden Light,0,BIG,94
"Ageless Body,Timeless Mind",0,FIC,55.6
Personality Development,0,HIS,150
Objectivism:The Philosophy of AYN RAND,0,FIC,27
ZeMaind K.4,0,FIC,46
Think and Grow Rich,0,POE,25
Yeras Wedadenet,0,POL,59.95
Beras Metemamen,0,POL,46
Jegna,0,FIC,69.5
A New Earth,0,FIC,80.95
Talaqu Mester Lewetatoch,0,FIC,75
The Secret To Teen power,0,GEN,75
Esuena Eswa,0,FIC,50.6
Zare YeWetatoch Sene Lebona,0,FIC,50.6
Mehone Weyim Alemehon,0,FIC,69.5
Tebita Mar,0,FIC,61.2
Rasin Masadeg,14,AMH,240
Forensic & Criminal Psychology,0,AMH,180
The Secret the Power,0,AMH,160
Yefeqer Meftehe,0,chart,40
48tu Yeashenafinte Miseterat,0,POL,80
Ethiopiaweyan Be America,0,FIC,130
Yemenor Kehelot,0,CHI,19.5
YeHiywot Qulef,0,POE,50
YeFiqre Semena werq,0,POL,176
Leguwam,0,HIS,152
Yetenat Zede,0,CHI,21
Yenuro Senq,0,FIC,60
17tu Yesekeetama Heyewet,8,GEN,69.6
Tebesa,0,FIC,60
Quantum Healing,0,POE,19
Wetatuna Chat,27,HEL,175
Aemeron Bemegrat,0,CHI,26
Tikuret,0,FIC,250
Educational Psychology,0,AUT,80
Experimental Psychology -Shergill,40,GEN,100
Psycology-Part I,0,PSY,65
Psycology: The Study of Human Behaviour -2nd Mishra,0,SOC,47.5
Miiltoo,0,FIC,70
Introduction to Psycology,0,Chart,17
Medical Psycology,0,CHI,45
Al Chemistu (Amharic),0,GEN,100
Something Else To Smile About,0,Technology,80
Sine Aemero,0,CHI,25.4
Dinq Mistir,8,FIC,280
Siketamanet,9,FIC,91.6
Talaqu Ybiltsigina Qulf,5,GEN,120
