title,balance,category,price
Introduction to Computer for College and University Students,62,Publishing,556873.2
Computer Graphics Multimedia & Animation,8,Publishing,928122
Introduction to Data Mining with Case Studies,5,Publishing,371248.8
Microcontrollers Principles & Application,0,Publishing,556873.2
Textbook on Optical Fiber Communication and Its Applications - 2E - Gupta,8,EDU,1540
Computer System Architecture -Morries,0,EDU,192
How to Design Program,0,PSY,137
C++ How to Program,0,FIC,25
Introduction to Database System,0,ORM,30
0000 to 8085 Introduction to Microprocessors,25,FIC,18
Artificial Intelligence -Mishra,8,ENG,1620
C++ & Object-Oriented Programming Paradigm - 3rd Jana,0,CUM,1540
Computer Graphics Algorithms and Implementation - Mukherjee/Jana,42,PHY,60
"Computer Hardware; Installation, Interfacing-James",0,PSY,78
Computer System Architecture - Rao,5,LAN,1650
Data Communications and Computer Networks -4th Singh,15,CUM,1650
Database Management Systems - 3E - Panneerselvam,9,FIC,200
Database Management Systems - 2E - Narang,2,GEN,50
Design & Analysis Of Algorithms,0,FIC,200
Design Methods and Analysis of Algorithms - 2E - Basu,34,FIC,75
Distributed Operating Systems ; Concepts & Design-Sinha,28,BIG,200
Fundamentals Of Software Engineering,1,HIS,162
Information Technology Theory and Practice - Sinha/Sinha,24,FIC,18.5
Intro.To Artificial Intellgence,0,ORM,35
"Microprocessors & Microcontrollers Architecture, Programming, and System Design - 2E - Kant",2,GEN,250
Network Security and Management - 3E - Singh,30,PSY,56
Object Oriented Software Engineering-Singh/Malh,2,SOC,340
Object-Oriented Programming With C++ - 2E - Somashekara et al.,13,ENI,980
Software Engineering - 2E - James,41,ENI,1185
Software Quality and Testing A Concise Study - Kelkar,16,ENI,1725
Easy Way to Learn Computer,0,ENI,400
Basics of Networking - NIIT,5,ENI,225
Advanced Digital Communication Systems -NIIT,7,ENI,1050
Computer Organization & Architecture -Rajaraman,0,ENI,0
Fundamentals of Computer Networks (Revised) - 2E - Kundu,8,ENI,1125
Digital Logic & Computer Organization -Rajaraman,2,ENI,1125
Introduction to Algorithms - 3E - Cormen et al.,16,ACC,375
Decision Support Systems - Janakiraman/Sarukesi,17,PHY,450
Numerical Analysis - Biswal,1,PHY,425
Distributed Systems Computing Over Networks - 2E - Crichlow,16,PHY,1575
Essentials of Programming Languages -3rd Friedman/ Wand,42,PHY,1275
Systems Analysis & Design -Goyal,0,ENI,1275
Computer Organization & Design -3rd Chaudhuri,27,electrical engineering,975
Design Concepts in Programming Languages -Turbak/Gifford/Sheldon,19,PHY,1575
Core Java A Comprehensive Study -Matha,6,electrical engineering,1425
Introduction to Computation and Programming Using Python -2E - John,36,DIC,105
Fundamentals of Software Engineeering - 5E - Rajib Mall,41,DIC,132
Understanding UNIX -Srirengan,43,DIC,60
Fuzzy Engineering (With CD)-Kosko,30,DIC,16
A Guide to Programming in JAVA -3rd Marrelli,11,DIC,50
Java & Object-Oriented Programming Paradigm -Jana,6,Ban,2340
An Introduction to Operating Systems Concepts and Practice (Gnu/Linux) - 4E - Bhatt,46,ENI,585
Software Testing A Practical Approach - 2E - Desai/Srivastava,47,ENI,1050
Learning ORACLE SQL & PL/SQL - Chatterjee,29,ACC,1050
Classic Data Structures - 2E - Samanta,23,AGR,769.5
Database Management System ORACLE SQL and PL/SQL -2nd Das Gupta ..,0,electrical engineering,2085
"An Introduction to High-Performance Scientific Computing - Fosdick, et.al.",20,ENI,825
Parallel Computers Architecture and Programming - 2E - Rajaraman/Murthy,19,ENV,750
"Object Oriented Programming with JAVA -Somashekara, Guru, Manunatha",31,geology,950
Operating Systems - Mohan,7,ENI,1185
Microprocessors and Microcontrollers - Mathur/Panda,20,REL,675
"Oracle Database 12c Hands-on SQL & PL/SQL -2nd,Asnani",17,PHY,1040
Parallel and Distributed Computing Architectures and Algorithms - Basu,20,FIC,30
Fundamentals of Computers - 6E - Rajaraman,42,CHI,60
Introduction to Operating Systems - NIIT,26,CHI,12
Database Mangement System -3rd Panneerselvam,0,,1275
The Internet A Users Guide -2nd James,22,FIC,59
Embedded System Design -2E - Chattopadhyay,24,FIC,65
Embedded Systems - Rao,24,FIC,49
"Software Quality Assurance, Testing & Metrics -Basu,Anir",47,FIC,60
Software Engineering A Concise Study - Kelkar,48,POE,25
"Microprocessors, PC Hardware and Interfacing -Mathivanan",25,GEN,70
Modeling and Analysis of Communicating Systems -Groote/Mousavi,34,HIS,230
Foundations of Object-Oriented Languages Types and Semantics - Bruce,49,REL,45
Binary Basic Computer Training Book -Biniam Kasa,0,PSY,550
Meseretawi Ycomputer Kihlot -Memhir Alemayehu Kasa,0,MGT,1430
Meseretawi Ycomputer Ewqet -Abiyou Filimon,0,HIS,145
"ARTIFICIAL INTELLIGENCE: PRINCIPLES & APPLICATION, 2/E VINOD CHANDRA/HAREENDRAN",0,HIS,142
BIG DATA ANALYTICS - KULKARNI et al.,5,SOC,180
CORE JAVA: A COMPREHENSIVE STUDY MATHA,0,POE,100
DATA MINING: TECHNIQUES AND TRENDS GOPALAN/SIVASELVAN,0,FIC,203.3
"DATA WAREHOUSING CONCEPTS, TECHIQUES, PRODUCTS & APPLICATIONS - 3E - PRABHU",5,POE,35
"DIGITAL IMAGE PROCESSING and ANALYSIS, 2/E CHANDA/MAJUMDER",5,POL,203
"GUIDE TO PROGRAMMING IN JAVA, A, 3/E MARRELLI JAN",0,REL,40
INSIGHT INTO DATA MINING: THEORY & PRACTICE - SOMAN et al,5,FIC,28
"INTRODUCTION TO ARTIFICIAL INTELLIGENCE, 2/E AKERKAR RAJENDRA",5,POE,35
"INTRODUCTION TO MACHINE LEARNING, 3/E ALPAYDIN",6,GEN,257
"LOGICS FOR COMPUTER SCIENCE, 2/E SINGH",5,POE,61.4
"MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE, 2/E BATHUL",10,POE,16
OBJECT-ORIENTED DATABASE SYSTEMS APPROACHES AND ARCHITECTURES - 3E - PRABHU,6,FIC,35
"WEB TECHNOLOGY: A DEVELOPERS PERSPECTIVE, 2/E GOPALAN/AKILANDESWARI",6,REL,45.6
Database Management System - Pakhira,5,GEN,120
Bahilawi Mtchachetna Ygabecha Sine Sreat Mbehere Zaguwe,0,REL,50
Qetala Sidama bqel qalawi tiwfit,0,CHI,12
Communicate or Collapse -Lata/Kumar,43,FIC,25
Bekirikirna Bewiyiyit YeMashenefia Siltoch - Sisay Assefe Tesema,10,CHI,15
EFFECTIVE MEDIA RELATIONS - REDDI,0,ENI,1540
"EFFECTIVE PUBLIC RELATIONS AND MEDIA STRATEGY, 3/E - REDDI",66,CHI,40
Themes and Patterns of Traditional Oromo Marriage Counsling,0,ENI,585
Elellee English-Oromo-Amharic Ditionary Pocket,0,ACC,495
"Merit English-Amharic Dictionary 44,000Words",0,ENI,980
Pocket Hirkoo English-Afan Oromo-Amharic Dictionary,0,ENI,1185
Oxford Dictionary of Current English,0,ENI,1320
Amargna EngElzenga Mezegebe Qalate,0,ENI,700
Photo Dictionary,0,ENI,675
Saba Engleezgna Tigregna Amargna Mezgebe Qalat,0,ENI,1050
Power English Amharic Dictionary -Dawit Mergia/legesse Geleta,3,ENI,975
Elellee English oromo Amharic Dictionary 71000,0,ENI,975
Mirt Englizegna Amaregna Mezgebe Qalat -Daniel Worku,0,ENI,975
Seelawi Mezgebe Kalat,0,ENI,400
Oxford Childrn s Colour dictionary,0,ENI,885
English Amharic Context Dictionary,0,ENI,885
tes,0,ENI,425
Jumbo English Oromo Amharic Word Encyclopedia (Dictionary),0,ENI,540
English Amharic Dictionary for Children,0,ENI,500
"Elellee English Oromo Amharic Dictionary 93,000",0,ENI,885
Oxford Advanced Learner s Dictionary,0,ENI,445
Nur Amaregna-English-Arebic-Dictionary,0,ENI,1040
Dungoo Dictionary Afaan Oromo - Amaaraa - Ingilizii,0,ENI,975
Atros Englizigna-Amaregna Mezgebe Qalat,0,ENI,885
Muyawi Muday Qalat,0,PSY,36
The Genuis Dictionary,0,ENI,200
Wow Dictionary Six in One,0,POL,99.5
Ferqedach Yeenglizegna Amharigna Mzegebe Qalat,0,ENG,35.25
Pocket The Genius English Amharic dictinary,0,CHI,70
Power English-Amharic Dictionary,0,CHI,70
Hayat Arebegna Englizegna Amharengna,0,DIC,1550
Kesate Berehan Tesema Dictionary,16,DIC,157
Elellee Learn Oromo-English-Amharic Conversation,0,ENG,5.5
Mezgebe Qalat Englizegna-Tegregna,0,ENG,29.5
Amaregna Enegelizegna Mezegebe Qalat,0,ENG,28
"Advanced Level Hirkoo En.Af.Am.Dictionary 88,000",0,ENG,5.5
The Genius English Amharic Dictionary 77000,0,ENG,35
Adis Yeamaregna Mezgebe Qalat,0,ENG,30
Wardii more than 7000 Eng-Amh-Oromo,0,ENG,36.5
Advanced Vital Chemistry Dictionary,123,ENG,36.5
New Medical Dictionary,0,ENG,36.5
Yusersif Teach Yourself Modern Arabic,0,ENG,40
Childrens Amharic English Visual Dictionary,0,ENG,36.5
The Genius English Amaharic Dictionary 42000,0,ENG,36.5
Oxford Wordpower Dictionary,0,ENG,36.5
Oxford School Dictionary,0,ENG,110
Dictionary Oxford Poche French,0,ENG,80
Oxford Student English 3E,0,ENG,100
elellee English-Oromo- Amharic Dictionary 39000,0,ENG,275
Saba Yeamaregna Mezgebe Qalat,0,CHI,25
Blacks Veterinary Dictionary,0,ENG,65
"Extreme English-Amharic Dictionary More Than 110,000 Words",214,ENG,825
Oxford English Mini Dictionary,0,ENG,46.45
test002,0,ENG,51.8
Oxford Learners Pocket Dictionary,47,ENG,21
English-Amharic Dictionary -Amsale Aklilu,0,ENG,21
Odaa Afan Oromo-English Amharic Dictionary,0,ENG,36.2
Macmillan English Dictionary second Edu.,0,ENG,47.4
A Context English-Amharic Dictionary of Conversational Phrases & Idioms,0,ENG,37
Amaregna Mezgebe Qalat --YEthiopia Quwnquwawoch,0,ENG,49
Picture Dictionary Geremew Gebre,0,ENG,50
International Dictionary of Public Management and Governance -Bhatta,18,ENG,18
Spotlight Bilingual School Dictionary - Spotlight Publishers,0,ENG,51
Maede Lisan --Ertiban Demewez,0,ENG,35.25
Current English Amharic Dictionary -Shewakena Cherinet,6,DIC,71
Giyge Advanced Supplementary to Concise Amharic-English Dictionary ---Girma Y.,0,LAN,22.3
Vital Medical Dictionary -Amsalu Mulualem,91,CHI,85
Dictionary of Homophones -Wossenseged Assfa,4,CHI,40
Teziyano Geez Conversation - Megabi Mister Ferew Asge,2,GEN,20
Mega English - Oromo - Amharic Dictionary,0,CHI,35.5
OXFORD Dictionary,7,GEN,45.6
Mega English Amharic Pictorial Dictionary,0,CHI,80
Extreme English-Amharic Dictionary Upper Intermediate Level,49,CHI,15
Basic Technical Drawing Text G11,0,CHI,25
Basic Technica Drawing Text G12,0,ENG,114.4
Myriad Minded Shaw Perspectives on Shavian Drama - Sengupta,9,ENG,111.8
COMPUTER AIDED ELECTRICAL DRAWING - YOGESH et. al.,5,ENG,78
"COMPUTER GRAPHICS, MULTIMEDIA & ANIMATION, 2/E - PAKHIRA",0,ENG,81.9
"FUNDAMENTALS OF MACHINE DRAWING, 2/E - SINGH/SAH",8,ENG,88.4
TEXTBOOK OF MACHINE DRAWING - JOHN,33,ENG,104
Galaxy Economics G11-12,0,ENG,109.2
Sectoral Analysis of the Ethiopian Economy G11-12,1,ENG,83.2
Nile Ena Yegebtse Economiyawi Yezota,0,FIC,120
Modern Microeconomics,0,chart,40
Industrial Economics and Telecommunication Regulations,53,CHI,50
Managerial Economics & Financial Accounting,0,CHI,18
Managerial Economics,0,BUS,130
Mnagerial Economocs 3rd Edi,0,,525
Economics Text G12,0,BUS,560
Principles of Economics,0,AGR,378
Economics Text G11,0,BUS,99
Ethiopian Journal of Economics,0,ENG,88
Extreme Economics G11-12,0,ENG,88
Microeconomics V.I,0,ENG,88
Development Economics ; A Critical Perspectives-Mukherjee,0,ENG,88
International Economics-Kennedy,4,ENG,88
Macroeconomics - 2E- Ghosh/Ghosh,31,ENG,88
Macroeconomic Theory -Kennedy,5,ENV,980
Microeconomics An Advanced Treatise - 2E - Chauhan,25,ENV,630
The Economics Of Microfinance 2E - Armendariz/Morduch,18,,2105
Microeconomics Volume II,0,ENV,2105
The Economics of Develpment and Planning,0,LAW,500
Economic Zoology-Jaiswal,42,BIO,975
Comet Economics G11-12,0,BIG,250
"Microeconomics in Context--Goodwin, Nelson, Ackerman, Weisskopf",35,POE,18.65
Monetary Policy Strategy - Frederic,25,HEL,40.55
Applied Computational Economics & Finance---Miranda,22,CHI,30
Development Economics A Critical Prospective -- Mukjerjee et al.,11,FIC,25
Economic Growth - 2E - Baroo/Sala,2,FIC,100
Microeconomics Theory and Applications Part II - Chauhan,8,POE,25
Microeconomics Theory & Applications Part 1 -- Chauhan,4,ENG,100.15
Lectures On Macroeconomics -Blanchard /Fischer,1,GEN,230
Labor Economics - Cahuc/Zylb,0,REL,46.15
"Financial Markets, Institutions & Financial Services --Gomez",0,SCI,63
Mathematical Optimization and Economic Theory - Intriligator,23,SCI,69
Lectures on Urban Economics -Brueckner,34,AMH,0
Monetary Theory & Policy -3rd Walsh,2,BIO,80
Macroeconomic Theory - A Short Course - Michl,14,BIO,85
"Mathematics for Economics -3rd Edition - Hoy, et.al.",5,BIO,55
Macroeconomic Essentials - 3rd Kennedy,50,CHE,110
Managerial Economics -Datta,13,,75
Intermediate Public Economics -2nd Hindriks/Myles,20,CHE,69
Principle of Intermediate Economics G11-12 -Haile Hagos Beyene,0,ENG,109
Engineering Economics - 2E - Panneerselvam,25,ENG,92
"The Health Effects of Economic Policy: The Trade-off of Public Health for Economic Gain, - Zelalem Oljira Lome,DHA",18,ENG,65
"CAPITAL MARKETS: INSTITUTIONS & INSTRUMENTS, 4/E FABOZZI/MODIGLIANI",0,ENG,105
DEVELOPMENT ECONOMICS: A CRITICAL PERSPECTIVE MUKHERJEE/CHAKRABARTI,0,ENG,119
MACROECONOMICS - PARCHURE PARCHURE,5,MAT,56
"MANAGERIAL ECONOMICS, 3/E MAHESHWARI",4,MAT,58
"MICROECONOMICS: THEORY AND APPLICATIONS, PART I CHAUHAN, S.P.S.",0,MAT,58
"MICROECONOMICS: THEORY AND APPLICATIONS, PART II CHAUHAN, S.P.S.",0,MAT,135
"MICROECONOMICS - MUKHERJEE, ET AL.",5,PHY,100
MANAGERIAL ECONOMICS - DEAN,1,PHY,130
"MANAGERIAL ECONOMICS, 3/E - NADAR/VIJAYAN NADAR/VIJAYAN",2,PHY,130
Techniques of Writing and Editing Educational Material,0,CHI,30
General Learning -Teaching Methods And Techniques,42,AMH,52
Hagereseb Timehert BeEthiopia,2,AMH,46
"A Short-Cut to Curriculum Designing, Planning, Development & Implmentation",30,SCI,77
Betimihirt Betoch Teketatay Mezenana Ategebabar,31,MAT,57
yedehr-Mereqa Mereh Geberochena yeuniversity Meremer,0,SOC,1410
Bekefel Mezena Ategebaber Techebach Seltoch,23,PSY,710
Bahilina Timihirt BeEthiopia - Studies on EDucation in Ethiopian Tradition,115,ACC,1220
YeEthiopia Yemelekit Quwanquwa Mastemaria Memeria,50,ACC,500
Adolescence Education,25,PHY,1485
Advanced Educational Psychology - S.K. Mangal,3,PHY,1185
Content Based Methodology-Joshi/Salu,0,AGR,375
Early Childhood Care and Education-Sen Gupta,0,MGT,1870
Educating Exceptional Children - An Introduction to Special Education - Mangal,24,MAT,57
Teacher Education-Radha Moha,46,ENG,40
Teaching Of Social Studies - Mangal/Mangal,81,CHI,13
ytechnic Muya Siltena Kiyesa Zigijit Siltoch,3,PSY,20
Philosophical and Sociological Bases of Education - Samuelravi,33,POL,50
Measurement Evaluation and Assessement in Education - Mohan,21,POE,10
Learning and The Learner -2nd Gowda,3,HIS,35
Pedagogy of Social Sciences -2nd Mangal/Mangal,9,HIS,31
The Ethiopian Journal od ducation V.36 No.1 June2016 Ins.of Educational Research AAU,0,FIC,58
The Ethiopian Journal of Education V.36 No.2 December 2016 Ins. of Eduction Reasearch AAU,0,CHI,40
Educational Leadership for the 21st Century Theory and Practice,0,Ethics,1870
Social and Historical Foundation of Ethiopian Education V.I -Haile Gabriel Dagne,36,SOC,240
Social and Historical Foundation of Ethiopian Education V.II -Haile Gabriel Dagne,362,PAC,320
ASSESSMENT FOR LEARNING MANGAL/MANGAL,5,HIS,70
CHILDHOOD AND GROWING UP MANGAL/MANGAL,4,POL,35
EARLY CHILDHOOD CARE AND EDUCATION - SEN GUPTA,32,POL,30
INNOVATIVE SCIENCE TEACHING: FOR PHYSICAL SCIENCES 4/E RADHA MOHAN,4,POL,132
KNOWLEDGE AND CURRICULUM - SEN GUPTA,5,POL,240
"MEASUREMENT, EVALUATION & ASSESSMENT IN EDUCATION RADHA MOHAN",0,HIS,120
Fundamentals of Electrical and Electronics Engineering - 2E - Ghosh,18,chart,35
An Introduction to High Voltage Engineering -2nd Ray,37,HIS,60.7
A First Course in Electronics - Khan/Dey,30,POL,170
Electronics Analog & Digital -2nd Nagrath,17,chart,20
Elements of Electrical Engineering - 5E - Louis,17,HIS,100
Basic Electronic Devices and Circuits - Patil,33,POL,80
Electronic Devices And Circuits - J.B. Gupta,0,POL,35
Supplement Your English G1,0,POL,35
Top English G9-10,0,POL,40
The New Comprehensive English G9-10,0,POL,80
Omega Selected Problems Book Series English G9-10,0,POL,95
Supplement Your English G3,0,REL,125
25 Years English National Examinations G11-12,185,LAW,46.6
Alpha English G11-12,0,LAW,62
Modern English For G11-12,0,LAW,95.8
Standard English G1-3,0,LAW,47.25
Top English G 5-8,1,LAW,46.6
Practical English 1 G3-4,0,ECO,50
Primary English G1-4,0,SOC,60
English Conversation Book 2,0,GEN,91
English Text G1,0,ACC,140
Practical English 2 G5-6,13,HIS,35
Stories for Learning English (for secondary and college students),38,POL,202.5
Top English G5-6,132,HIS,85
English Conversation Book One,0,PSY,78
Exploring Spoken English,0,AUT,300
Best English G1-3,0,REL,75
test00001,0,HIS,153
Best English G3-6,0,PAC,255
Top English G1-4,0,HIS,100
20 Years Grade 8 English National Examinations G7-8,164,HIS,99.99
Practical English G5-8,0,HIS,81.5
Modern English Book 3 G5-8,0,POL,49.6
Top English G 11-12,1,HIS,100
Galaxy English for Nursery Book1,0,AUT,750
Galaxy English G 1,0,POL,75
Galaxy English G2,0,POL,30
Fundamental of Literature,0,REL,81
Mega Supplementary English G7-8,15,ACC,20
English Text G12,0,CHI,250
The New Guide to Modern English G7-8,0,CHE,85
Galaxy English For Lower KG Book 2,0,proceedings,200
Intermediate English Grammar,0,POL,69
Everyday English Conversation,0,ENG,32
English Notes Punctuation G7-12,0,MAT,65
Essential English Grammar,0,MAT,65
Supplement Your English G5,0,MAT,70
Advanced English Grammar,0,MAT,70
A New Approach to English Grammar,0,MAT,75
Standard English G4-6,0,MAT,55
Grammar Concepts,0,MAT,55
Unique Spoken English,0,LAW,1850
Pathway Spoken English,0,REL,750
Gaammee EnglishG1-3,0,POE,100
Alpha English G9-10,0,GEN,60.95
Global Spoken English,0,FIC,46
A Practical English Grammar,0,POE,25
Spoken English,0,HIS,220
Mega Book of Modern English Grammar,8,CHI,12
Royal English For G9-10,0,ENG,102
Life s Like That And Othere Stories,0,CHE,975
Complete Grammar Book 4,0,CHE,375
Complete Grammar Book 1,0,PHY,1040
Complete Grammar Book 2,0,CHE,10
Complete Grammar Book 3,0,ACC,355
Common Mistakes in English,0,ENI,675
English Conversation Engelizegna negeger Memaria,0,PHY,820
College English V.II,46,GEO,891
Galaxy English for Upper KG Book 3,0,ENG,61
The Complete English Language Guide G11-12,0,BUS,375
New Headway English,0,MGT,1090
College Writing Skills,0,CHE,70
Essetial Spoken English,0,FIC,100
Practical English G5-6,0,LAN,90
Yale Asetemari Englizegna Quwanqa Yememaria Zede,0,AMH,65
Communication Skill for Professionals,0,AMH,80
English Language Laboratories,0,AMH,90
Spoken English,0,BIO,60
New General English Course Introductory I,0,BIO,95
New General English Course Introductory II,0,BIO,155
New General English Course Book 1,0,BIO,125
New General English Course Book 2,0,CHE,75
Progressive General English Course Book 3,0,CHE,115
Progressive General English Course Book 4,0,CHE,115
Basic Technical Communication -Revised Tyagi/Misr,15,CIV,70
Progressive General English Course Book 5,3,CIV,75
Progressive General English Course Book 6,0,ECO,75
Progressive General English Course Book 7,0,ENG,80
Prctical English for G5-8 (50),0,ENG,60
Elbrit Complete English Language Guide G5-8,0,ENG,75
Grammar Made Easy No.3,0,ENG,110
Grammar Made Easy No.4,0,ENG,70
Grammar Made Easy No.5,0,PHY,230
Grammar Made Easy No.6,0,DIC,155
Systematic English for Grade 9 & 10,0,SUB,135
Mastery of Spoken English Language,0,SUB,125
Mega Basic English G11-12,0,SUB,140
Extreme English G11-12,0,SUB,125
Modern Sentence Formation Book 2 G1-4,0,PHY,70
Key to Basic Concepts of Spoken English,0,GEO,65
English Text G 11,0,GEO,60
Englis Text G 9,0,STO,52
English Text G9,0,MAT,65
English Text G10,0,MAT,70
Enrich Your Grammar practical approch-7,0,MAT,45
Enrich Your Grammar primary-1,0,HIS,90
Enrich Your Grammar primary-2,0,HIS,110
Enrich Your Grammer Primary 3,0,CHE,65
Enrich Your Grammar primary-4,0,MAT,95
Enrich Your Grammar primary-5,0,MAT,130
Enrich Your Grammar primary-6,0,MAT,110
Mathematics Text G10,0,MAT,105
Enrich Your Grammar practical approach-8,0,PHY,130
Graded English Book A,0,PHY,80
Graded English Book B,0,PHY,68
Graded English Book 1,0,SUB,150
Graded English Book 2,0,CIV,60
Graded English Book 3,0,SOC,90
Graded English Book 4,0,POE,29
Graded English Book 5,0,POE,25
Top English G 7-8,8,PSY,55
Mega Complete English Language Guide G9-10,0,FIC,39.65
English for Everyday Conversation,0,LAW,35
Kuraz English for G7-8,0,PSY,50
Extreme English G9-10,0,SUB,184
Contemporary English Grammer,0,HIS,149
Applied English & Grammer Composition,0,ENG,34
Modern English Grammer G9-10,0,ENG,34
Extreme English G 5-8,14,AGR,825
Bright Spoken English,0,AGR,1420
Perfect English G9-10,0,STO,25
English Text G7,0,HIS,170
Simplified English Grammar,0,LAW,30
Mega a new Guide too Intermidiate Spoken & Written Engilish,0,LAW,36
Comet English G7-8,26,LAW,150
Master Spoken English for All,0,POE,15
English Text G1,0,HUM,35.5
English Text G2,0,PSY,18
English text G3,0,FIC,45
English Text G6,0,POL,105
English Text G8,0,PSY,40.5
Maruelous Spoken English Book 2 G-5-8,0,DIC,16
College English V.I,56,FIC,49.65
Writing for Academic Purposes V.I,15,ACC,10
My Little English Book Ages 2 & up,0,CHI,225
Mega Supplementary Maths G3-4,0,CHI,50
H2 English,0,CHI,38
Mega Supplementary Mathematics G1-2,0,POE,65
Free English Gr 5-8,0,HIS,121.95
Worldwide English Usage G1-4,0,FIC,70
Extreme English G7-8,136,POE,19
Worldwide English Usage G1-2,7,FIC,59
Junior Examination Based English G7-8,0,FIC,30.5
Worldwide English Grammar,83,POE,37.5
Worldwide English Usage G5-8,0,FIC,45
Advanced Worldwide English Book I,0,POE,19
Worldwide Spoken English,0,FIC,18
Worldwide English G 9-10,0,FIC,10
Smart English Handbook,0,FIC,50
Business Communication -Datta,33,ACC,1320
English Text G 4,0,MGT,975
Advanced Worldwide English book 2,0,ECO,750
Key English G 7-8,0,ACC,2410
Smart English G 5-6,0,ACC,300
Worldwide English Usage G 7-8,8,ACC,475
Top English G1-2,0,ENI,1050
Smart English G 5-8,25,POL,45
Extreme English G1-4,0,Chart,45
Essential English G9-10,0,novel,74
Fantasy English Grade 1&2,0,PSY,100
Smart English G 3-4,25,TUO,50
Fantacy English G1-2,0,GEN,162
Smart English Grade 1-4,0,GEN,170
Errors in Communication,0,POL,90
Worldwide Spoken English-Englizigna Amaregna,3,CHI,338.5
Grand Spoken English Afaan Oromoo & Amharic,0,CHI,67
Royal English Grade 5-8,0,ENI,1820
Comet English G1-2,0,ENI,660
Comet English G3-4,0,ENI,1820
Essential English G11-12,0,ENI,1430
Intermediate Oxford Practice Grammar-Eastwood,0,PHY,1360
Oxford Word Skills-Gairns & Redman,0,ENI,1050
Basic English Grammar-Bhanot,0,ENI,1360
Skills Development Methodology Part 1,0,fok,180
Skills Development Methodology Part 2,0,AGR,364.5
Essential Grammar in Use,0,Food,2120
Conversational American & Biritish English,0,SOC,170
A Practical English Grammer R,0,PSY,425
Comet English G9-10,0,POE,15
Comet English G5-6,0,SOC,135
Comet English G11-12,1,GEL,2280
Visual Without Teachers Dictionary,0,ENI,1785
Mega Supplementary English Gr 1-2,0,HIS,86.4
Mega Supplementary English G3-4,0,ENG,50
Comet Introduction to Writing Skills,21,LAW,24
College Literature -Melaknehh Mengistu Worqneh,68,PHL,35
KB Top Supplementary English Grammar G9-12--Kassahun Chanie,4,CHI,35
Communicate to Conquer - Lata/Kumar,35,CHI,35
Communication Skills - 2E - Sen,12,MAT,2710
Communication Skills for Engineers & Scientists,34,LAN,1105
Effective Business Communication - 2E - Kaul,38,MAT,25
A Course in Phonetics & Spoken English --2nd Sethi,13,PSY,50
A Course in English Communication -Apte,72,PHY,72
A practical Course in Spoken English - 2E - Gangal,21,ENI,292
Current English Grammar & Usage -Gupta,0,CIV,55
A Handbook of Pronunciation of English Words -Sethi/Jindal,1,ENI,575
A Practical Course in Effective English Speaking Skills - Gangal,14,ENG,49
A Practical Course for Developing Writing Skills in English - Gangal,25,AGR,297
Objective General English -Singh,8,LAW,1715
Professional Learners Dictionary of Spoken English -Dash,27,LAN,1105
Practical English Grammer -Worku G/Selasse/Abebe,0,AGR,350
Solar English G 5-8 -Aschalew Bililigne(MA),18,MAT,48
Power English G7-8 -Abdissa Guye(MA),5,COM,950
Power English G9-10 -Argaw Sileshi(MA),0,BIO,1485
Solar English G9-10,0,ENI,1425
Technical Writing --Basu,25,SOC,885
English Social and Cultural History - An Introductory Guide & Glossary - Choudhury,50,electrical engineering,1350
Aimiro Basic English G7-8,0,PHY,1575
Aimiro Cummunication English Grammar G9-12,0,BUS,980
Academic Writing Skills for Colleges and Universities -Alemu Haile(PHD),0,BUS,980
Solar English Grade 1-4,0,ACC,1375
English Handwriting Skill for all Book1,0,ENI,1050
English Handwriting Skill for All Book1A,2,ENI,525
English Handwriting Skill for All Book2A,0,GEN,1105
English Handwriting Skill for All Book1B,0,DRA,1190
English Handwriting Skill for All Book2B,0,MAT,65
English Handwriting Skill for All Book3,1,ENI,615
English Handwriting Skill for All Book4A,12,PHY,1830
English Handwriting Book 4B -Agegnehu Alene -M.A.,14,AGR,300
Splendid Spoken English --Gebeyew Abiyu,0,ENI,1125
Essential Communicative English I -Fisseha Motuma(MA),91,PHY,75
My Principles & Quotes -Haileab Zegeye (Msc),15,COM,1275
Gateway to Spoken English -Ashenafi Nigussie,45,GEL,2280
Excellent English Grade11-12,0,ENI,0
"Galaxy English for Freshman & Advanced Students Girma Gezahegn,..",4,PHY,530
Kedists Writings Arts & Crafts,16,ENI,1650
English Kindergarten 1 (KG-1),0,FIC,35
English Kindergarten 2 (KG-2),4,SUB,80
English Kindergarten (KG-3),0,ORM,35
PRACTICAL COURSE FOR DEVELOPING WRITING SKILLS GANGAL,0,PSY,65
PRACTICAL COURSE IN EFFECTIVE ENGLISH SPEAKING GANGAL,0,ENI,1275
"PRACTICAL COURSE IN SPOKEN ENGLISH, A, 2/E GANGAL",0,FIC,32
Mega English Grammar for Primary Level Students,0,LAN,20
English Conversation,0,ORM,16
Geotechnical Engineering Foundation,0,ENG,28
"Principles of Electrical and Electronic Instrumentation - Wolde-Ghiorgis, Woldemariam",9,POL,37.5
Enginering Mechanics Statics - J.L. Meriam/ L.G. Kraige,6,HIS,70
Automotive Power Train Systems,0,HIS,28
Principles of Foundation Engineering - Alemayehu Teferra,96,BIO,50
Industrial Managemnt and Engineering Ecomomy - Daniel Kitaw,1,CHE,56
Soil Mechanics A-Z Solved Problems,0,SUB,80
Test04,0,SCI,98
